Titulo;Paragrafo;;Fonte;Link;Data_acesso;Termo
ambliopia: o que é, sintomas e tratamento;"a ambliopia, também conhecida como ""olho lento"", é uma diminuição da capacidade visual que ocorre, principalmente, pela falta de estímulo ao olho durante o desenvolvimento da visão, sendo mais frequente em crianças e adultos jovens. a ambliopia é identificada pelo oftalmologista através de exames que avaliam a capacidade visual e permitem identificar a causa para que seja, então, possível indicar o tratamento mais adequado, que pode incluir o uso de óculos, especiais no olho ou cirurgia, por exemplo.";;Tua Saúde;https://www.tuasaude.com/ambliopia;Acesso em maio de 2024;amblyopia
anafilaxia: o que é, sintomas, causas e tratamento;a anafilaxia é uma ocorrência alérgica aguda grave que se inicia imediatamente ou após algumas horas, após o contato com alguma substância alergênica, como alimento, medicamento, veneno de inseto ou material, causando sintomas como dificuldade para respirar, sensação de garganta fechada, inflamação na boca, língua ou rosto, formação de bolhas na pele ou urticária. a anafilaxia, também conhecida por choque anafilático, é causada por um evento exagerado do sistema imunológico, ao ter contato com a substância alergênica, produzindo rapidamente anticorpos e substâncias, como histamina, leucotrienos e prostaglandinas, resultando em sintomas, podendo ser fatal se não for tratado rapidamente.;;Tua Saúde;https://www.tuasaude.com/anafilaxia;Acesso em maio de 2024;anaphylaxis
anemia: o que é, sintomas, tipos, causas e tratamento;anemia é uma doença em que a quantidade de hemoglobina dentro das hemácias está alterada, provocando sintomas como fraqueza, falta de apetite, palidez da pele e dos olhos, e perda de memória. a anemia pode ser causada por má alimentação, alterações genéticas, uso de alguns remédios ou por situações que diminuem a ingestão de nutrientes, como doença celíaca e cirurgia bariátrica, por exemplo.;;Tua Saúde;https://www.tuasaude.com/anemia;Acesso em maio de 2024;anemia
;;;Tua Saúde;https://www.tuasaude.com/angioplastia;Acesso em maio de 2024;angioplasty
;A ansiedade é uma reação temporária e normal do corpo a situações que causam preocupação ou medo, como precisar fazer uma apresentação em público, ter uma entrevista de emprego ou fazer um exame na escola.;;Tua Saúde;https://www.tuasaude.com/ansiedade;Acesso em maio de 2024;anxiety
apendicite: o que é, sintomas, causas e tratamento;a apendicite é uma inflamação do apêndice, uma pequena porção do intestino grosso que se localiza na parte inferior direita do abdômen. o sinal mais típico da apendicite é a dor na parte inferior da barriga do lado direito, que pode vir acompanhado de falta de apetite, prazer, vômitos e febre.;;Tua Saúde;https://www.tuasaude.com/apendicite;Acesso em maio de 2024;appendicitis
artigo: o que é, sintomas, causas e tratamento;a artrite é uma inflamação das articulações do corpo, que causa dor, deformidade e dificuldade no movimento. os sintomas de artrite podem aparecer em qualquer pessoa, porém são mais comuns em pessoas com mais de 40 anos e que estão acima do peso.;;Tua Saúde;https://www.tuasaude.com/artrite;Acesso em maio de 2024;arthritis
asma: o que é, sintomas, causas, tipos e tratamento;asma é uma doença respiratória crônica relatada por detalhes e estreitamento das vias aéreas, além do aumento da produção de muco, resultando em sintomas como falta de ar, tosse, chiado ou sensação de pressão ou aperto no peito. a asma, também chamada de asma brônquica ou bronquite asmática, geralmente se inicia na infância, sendo mais comum em pessoas que possuem histórico de asma na família, podendo ser desencadeada por alergias, infecções respiratórias ou até uso de remédios.;;Tua Saúde;https://www.tuasaude.com/asma;Acesso em maio de 2024;asthma
;A aspergilose é uma doença infecciosa oportunista causada pelo fungo Aspergillus fumigatus, que está presente em diversos ambientes, como solo, pantas, material em decomposição e de obras, por exemplo.;;Tua Saúde;https://www.tuasaude.com/aspergilose;Acesso em maio de 2024;aspergillosis
;A aterosclerose é uma doença crônica caracterizada por um grande processo inflamatório que acontece devido à acumulação de placas de gordura no interior dos vasos ao longo dos anos, o que acaba por resultar no bloqueio do fluxo sanguíneo e favorecer a ocorrência de complicações, como infarto e acidente vascular cerebral (AVC).;;Tua Saúde;https://www.tuasaude.com/aterosclerose;Acesso em maio de 2024;atherosclerosis
7 dicas simples para combater a azia;a azia é uma situação bastante desconfortável e esses sintomas podem ser aliviados através de medidas simples, como melhorar os hábitos alimentares, aumentar o consumo de alimentos ricos em fibras, evitar beber durante as refeições e comer pelo menos 2 horas antes de deitar, por exemplo . a azia acontece devido à chegada do suco gástrico ao esôfago, o que causa a sensação de desconforto e que queimação, assim como arrotos e gosto ruim na boca, podendo acontecer devido à gravidez, hábitos alimentares pouco saudáveis, excesso de peso ou uso de medicamentos .;;Tua Saúde;https://www.tuasaude.com/azia;Acesso em maio de 2024;heartburn
barotrauma: o que é, sintomas, causas, tipos e tratamento;o barotrauma é uma lesão no corpo causada por mudanças na pressão atmosférica, sendo mais comum de ocorrer no ouvido, durante uma viagem de avião ou por estar em ambientes de altitudes elevadas, por exemplo, que podem resultar em uma diferença de pressão entre o canal auditivo e o ambiente externo, e leva ao surgimento de sintomas como sensação de ouvido tampado, dor de cabeça ou tontura. apesar do barotrauma do ouvido ser mais comum, essa situação também pode ocorrer em outras áreas do corpo que contenham gás, como pulmões e trato gastrointestinal, por exemplo, sendo causada também pela diferença de pressão entre os compartimentos internos e externos, podendo causar pneumotórax, hemorragia pulmonar ou ruptura gastrointestinal.;;Tua Saúde;https://www.tuasaude.com/barotrauma;Acesso em maio de 2024;barotrauma
botox: o que é, para que sirva e como é feito;o botox é uma substância que pode ser utilizada no tratamento de diversas doenças, como microcefalia, paraplegia e espasmos musculares, isso porque é capaz de prevenir a contração muscular e atua promovendo a paralisia temporária do, o que ajuda a reduzir os sintomas musculares relacionados com essas situações. além disso, como atua inibindo estímulos neuronais relacionados com a contração muscular, o botox, também conhecido como toxina botulínica, é também muito utilizado como procedimento estético, principalmente para diminuir as rugas e marcas de expressão.;;Tua Saúde;https://www.tuasaude.com/botox;Acesso em maio de 2024;botox
botulismo: o que é, sintomas, causas, tipos e tratamento;o botulismo é uma doença grave causada pela toxina da bactéria clostridium botulinum, que provoca sintomas, como náuseas, vômitos, queda da dor superior, visão dupla, fraqueza dos músculos dos braços e pernas, dificuldade para respirar e paralisia dos músculos resistentes, o que pode colocar a vida em risco. um produto bacteriano da toxina botulínica pode entrar no organismo por meio do consumo de alimentos contaminados ou mal conservados, feridas na pele, alterações da microbiota intestinal ou até por injeção de botox em procedimentos estéticos, e afetando adultos ou crianças.;;Tua Saúde;https://www.tuasaude.com/botulismo;Acesso em maio de 2024;botulism
5 opções de remédios para bursite;remédios antiinflamatórios, como diclofenaco, nimesulida e cetoprofeno, analgésicos, corticoides ou antibióticos, em alguns casos, podem ser indicados pelo médico no tratamento da bursite. a bursite é um acréscimo da bolsa sinovial, ou bursa, que é um tecido que atua como uma pequena almofada localizada no interior da articulação, para diminuir o atrito entre o tendão e o osso.;;Tua Saúde;https://www.tuasaude.com/bursite;Acesso em maio de 2024;bursitis
;A cardiomiopatia é uma doença que afeta o músculo do coração, dificultando o bombeamento do sangue e podendo causar sintomas como, falta de ar, dor no peito, inchaço no corpo, batimentos cardíacos irregulares e, em alguns casos, a morte súbita.;;Tua Saúde;https://www.tuasaude.com/cardiomiopatia;Acesso em maio de 2024;cardiomyopathy
7 dúvidas comuns sobre a catapora;a catapora, também chamada de varicela, é uma doença altamente contagiosa causada pelo vírus varicela zóster, que se manifesta através do aparecimento de bolhas ou pintinhas vermelhas pelo corpo e intensa excitação, que não deve ser coçada ou estourada, pois além de aumentar o risco de transmissão para outras pessoas, também há maior chance de ficarem marcas na pele. o tratamento para catapora deve ser recomendado pelo clínico geral ou pediatra e é feito de forma a controlar os sintomas, podendo ser indicado o uso de remédios como paracetamol e loção antisséptica para secar as feridas mais rapidamente.;;Tua Saúde;https://www.tuasaude.com/catapora;Acesso em maio de 2024;chickenpox
caxumba: sintomas, transmissão, tratamento e prevenção;caxumba é uma infecção viral contagiosa, causada pelo vírus da família paramyxoviridae, resultando em sintomas como inchaço no rosto, entre a orelha e o queixo, dor de cabeça, febre ou mal estar. o vírus da caxumba é transmitido de pessoa para pessoa por via aérea, se instalando nas glândulas salivares, sendo mais frequente em crianças e adolescentes, mas também pode surgir em adultos, mesmo que já tenham sido vacinados contra a caxumba.;;Tua Saúde;https://www.tuasaude.com/caxumba;Acesso em maio de 2024;mumps
celulite: o que é, como identificar, graus, causas e tratamento;celulite é o acúmulo de gordura sob a pele, podendo ser identificado pelo aspecto de “casca de laranja” em que a pele apresenta ondulações, principalmente em regiões como nádegas, quadris, coxas ou abdômen. a celulite, também conhecida como lipodistrofia ginóide ou lipoesclerose nodular, pode ocorrer devido a fatores genéticos, alterações hormonais, alimentação desequilibrada, sedentarismo ou excesso de peso, por exemplo.;;Tua Saúde;https://www.tuasaude.com/celulite;Acesso em maio de 2024;cellulitis
cirrose hepática tem cura?;a cirrose é uma doença crônica que não tem cura, a não ser que seja realizada o transplante de fígado, pois assim é possível obter um fígado novo e funcional, melhorando a qualidade de vida da pessoa. no entanto, quando o transplante não é realizado e quando a doença não é devidamente tratada e acompanhada pelo médico, as chances de cura são baixas, podendo haver falência hepática.;;Tua Saúde;https://www.tuasaude.com/cirrose;Acesso em maio de 2024;cirrhosis
valores de colesterol: ldl, hdl, vldl e total;"os valores de referência de colesterol variam de acordo com o seu tipo e, especialmente para o ldl, conhecido também com colesterol ""ruim"", depende do risco cardiovascular da pessoa que normalmente é avaliado pelo cardiologista. o colesterol é um tipo de gordura fundamental para o bom funcionamento do organismo.";;Tua Saúde;https://www.tuasaude.com/colesterol;Acesso em maio de 2024;cholesterol
;A colonoscopia é um exame que avalia a saúde do intestino, sendo principalmente indicada para identificar a presença de pólipos, câncer intestinal ou outros tipos de alterações no intestino como colite, varizes ou doença diverticular.;;Tua Saúde;https://www.tuasaude.com/colonoscopia;Acesso em maio de 2024;colonoscopy
criptosporidiose: o que é, sintomas e tratamento;a criptosporidiose é uma doença infecciosa causada pela parasita cryptosporidium sp., que resulta em sintomas como dor abdominal, náuseas, vômitos e diarreia, por exemplo.;;Tua Saúde;https://www.tuasaude.com/criptosporidiose;Acesso em maio de 2024;cryptosporidiosis
;O daltonismo é um distúrbio da visão em que a pessoa tem dificuldade ou incapacidade de distinguir algumas cores, principalmente o verde e o vermelho. Essa alteração é na maioria dos casos genéticas, no entanto pode surgir também como consequência de lesões na estrutura dos olhos ou dos neurônios responsáveis pela visão.;;Tua Saúde;https://www.tuasaude.com/daltonismo;Acesso em maio de 2024;color-blindness
dengue: o que é, sintomas, tratamento e prevenção;a dengue é uma doença febril causada por um vírus que pode provocar sintomas como febre alta, dor de cabeça e/ou no corpo, manchas vermelhas na pele, náusea e, em alguns casos, dor no abdômen, hemorragia ou sangramento. esta virose é transmitida pelo mosquito aedes aegypti, assim como o zika e a chikungunya, e embora seja causada por um tipo diferente de vírus, os sintomas provocados pelo vírus da dengue podem ser facilmente confundidos com essas doenças.;;Tua Saúde;https://www.tuasaude.com/dengue;Acesso em maio de 2024;dengue
diabetes: o que é, sintomas, tipos, causas e tratamento;o diabetes é uma doença crônica caracterizada pelo aumento dos níveis de açúcar no sangue, o que pode causar danos a vários órgãos, se não for tratado. existem cinco tipos principais de diabetes: diabetes tipo 1, diabetes tipo 2, diabetes tipo 3, diabetes gestacional e pré-diabetes.;;Tua Saúde;https://www.tuasaude.com/diabetes;Acesso em maio de 2024;diabetes
difteria: o que é, sintomas e tratamento;a difteria é uma doença infecciosa rara causada pela bactéria corynebacterium diphtheriae, que provoca inflamação e lesões das vias respiratórias superiores, levando ao aparecimento de sintomas como dor de garganta, febre baixa e formação de placas na garganta, sendo mais frequente em crianças entre 1 a 1 5 anos, podendo acontecer em qualquer idade. essa bactéria é capaz de produzir lesões que passam para a corrente sanguínea e que podem chegar a várias partes do corpo, principalmente nariz, garganta, língua e vias respiratórias, podendo também afetar outras partes do corpo, como a pele.;;Tua Saúde;https://www.tuasaude.com/difteria;Acesso em maio de 2024;diphtheria
distonia: o que é, tipos, sintomas e tratamento;a distonia é um distúrbio caracterizado por contrações musculares involuntárias e espasmos incontroláveis, que são muitas vezes repetitivos, podendo causar posturas naturais, estranhas e dolorosas. geralmente, uma distonia muscular surge devido a um problema cerebral, no sistema nervoso, responsável por controlar o movimento muscular.;;Tua Saúde;https://www.tuasaude.com/distonia;Acesso em maio de 2024;dystonia
Dor no corpo: 7 causas comuns (e o que fazer);A dor em todo o corpo pode ter diversas, podendo estar associada a estresse, ansiedade ou ser consequência de processos infecciosos ou inflamatórios, como gripe, dengue ou fibromialgia, por exemplo.;;Tua Saúde;https://www.tuasaude.com/dor-no-corpo-todo;Acesso em maio de 2024;pain
Edema: o que é, tipos, causas e tratamento;O edema acontece quando existe acúmulo líquido para debaixo de pele, que normalmente aparece devido a infecções ou consumo excessivo de sal, mas também pode surgir em casos de inflamações, intoxicações e hipóxia, que é quando falta oxigênio em determinada parte do corpo, além de doença nos rins, coração ou sistema linfático. ;;Tua Saúde;https://www.tuasaude.com/edema;Acesso em maio de 2024;edema
encefalite: o que é, sintomas, causas e tratamento;a encefalite é uma inflamação do cérebro geralmente causada por uma infecção viral como herpes simples, herpes zoster ou citomegalovírus, por exemplo, mas que também pode ser provocada por fungos ou bactérias, causando sintomas como febre, dor de cabeça intensa, lesão no pescoço e costas, convulsões ou perda do equilíbrio, por exemplo. esta doença é rara, e pode atingir pessoas de todas as idades, no entanto, é mais comum em crianças, idosos ou em pessoas que têm o sistema imunológico enfraquecido como em casos de portadores de hiv ou em pessoas que tomam remédios imunossupressores.;;Tua Saúde;https://www.tuasaude.com/encefalite;Acesso em maio de 2024;encephalitis
endocardite: o que é, sintomas, causas e tratamento;endocardite é uma inflamação do tecido que reveste o interior do coração, especialmente nas câmaras e nas válvulas cardíacas, causando sintomas como dor no peito, febre, calafrios ou inchaço nas pernas ou nos pés. a endocardite é causada por infecções por bactérias, fungos ou vírus, por exemplo, que geralmente infectam outro local do corpo e se espalham pelo sangue até atingir o coração.;;Tua Saúde;https://www.tuasaude.com/endocardite;Acesso em maio de 2024;endocarditis
endometriose: o que é, sintomas, causas e tratamento;endometriose é o crescimento anormal de células do endométrio fora do útero, causando como cólica menstrual intensa, menstruação abundante, vontade frequente ou urgência para urinar, ou prisão de ventre com cólicas muito fortes, por exemplo. a endometriose é mais comum de afetar os ovários ou trompa de falópio, mas também pode ocorrer dentro ou na superfície da bexiga, ou intestinos, por exemplo, sendo que sua causa não é completamente conhecida, no entanto, saiba-se que depende de estrogênio para crescer.;;Tua Saúde;https://www.tuasaude.com/endometriose;Acesso em maio de 2024;endometriosis
endoscopia digestiva: o que é, para que sirva e preparo;a endoscopia é um exame realizado pelo gastroenterologista para avaliar o esôfago, estômago e o duodeno, que é a porção inicial do intestino, indicada para investigar a causa de sintomas como dor no estômago, azia, queimação, refluxo, dificuldade para engolir ou sangramento gastrointestinal, por exemplo. esse exame, também chamado de endoscopia digestiva alta, é feito introduzindo um tubo fino, chamado endoscópio, através da boca até o estômago, para permitir observar de forma específica o sistema digestivo, e diagnosticar condições de saúde como gastrite, úlceras ou até câncer.;;Tua Saúde;https://www.tuasaude.com/endoscopia;Acesso em maio de 2024;endoscopy
epilepsia: o que é, sintomas, causas e tratamento;a epilepsia é uma condição em que há alteração da atividade do cérebro, impulsos elétricos e sinais químicos, deixando a atividade do sistema nervoso central desordenada. essas alterações causam sintomas como convulsões, movimentos descontrolados do corpo, alteração das sensações e perda de consciência.;;Tua Saúde;https://www.tuasaude.com/epilepsia;Acesso em maio de 2024;epilepsy
;;;Tua Saúde;https://www.tuasaude.com/esclerodermia;Acesso em maio de 2024;scleroderma
escoliose: o que é, sintomas, tipos, causas e tratamento;"escoliose é uma curvatura lateral da coluna para esquerda ou direita, formando um c ou s, podendo causar sintomas como dor muscular, sensação de fadiga nas costas ou ombros com alturas diferentes. a escoliose, popularmente conhecida como ""coluna torta"", é mais comum em crianças ou adolescentes e, na maioria das vezes não tem causa conhecida, no entanto, parece estar relacionada com defeitos congênitos na coluna ou alterações neurológicas, como a paralisia cerebral.";;Tua Saúde;https://www.tuasaude.com/escoliose;Acesso em maio de 2024;scoliosis
esquizofrenia: o que é, sintomas, causas, tipos e tratamento;a esquizofrenia é um conjunto de transtornos psiquiátricos graves e incapacitantes que se caracteriza por alterações no pensamento, emoções e comportamento, que podem ser causadas por fatores genéticos, ambientais e alterações em neurotransmissores. geralmente, a esquizofrenia se manifesta entre o final da adolescência e o início da vida adulta em homens e mulheres.;;Tua Saúde;https://www.tuasaude.com/esquizofrenia;Acesso em maio de 2024;schizophrenia
como baixar a febre: opções caseiras, medicamentos e chás;para baixar a febre podem ser usadas medidas caseiras como tirar o excesso de roupa, colocar uma toalha molhada na testa ou tomar banhos mornos. no entanto, também pode ser indicado o uso de medicamentos como paracetamol, dipirona ou ibuprofeno.;;Tua Saúde;https://www.tuasaude.com/febre;Acesso em maio de 2024;fever
como identificar e tratar o feocromocitoma;o feocromocitoma é um tumor benigno que se desenvolve nas glândulas adrenais, localizadas sobre os rins. embora este tipo de tumor não coloque a vida em risco, pode produzir vários problemas de saúde, especialmente porque as glândulas adrenais produzem hormônios que regulam o funcionamento de quase todos os órgãos do corpo.;;Tua Saúde;https://www.tuasaude.com/feocromocitoma;Acesso em maio de 2024;pheochromocytoma
fibromialgia: o que é, sintomas, causas e tratamento;a fibromialgia é uma condição neurológica crônica que causa sintomas como dor em todo o corpo, aumento da sensibilidade à dor, cansaço, desconforto muscular, dor de cabeça e dificuldades para dormir. ainda não se sabe a causa exata da fibromialgia.;;Tua Saúde;https://www.tuasaude.com/fibromialgia;Acesso em maio de 2024;fibromyalgia
;;;Tua Saúde;https://www.tuasaude.com/fitoterapia;Acesso em maio de 2024;phytotherapy
gangrena: o que é sintomas, causas, tipos e tratamento;gangrena é a morte de um tecido no corpo causada por infecção bacteriana, traumas e/ou interrupção do fluxo sanguíneo e oxigênio para o tecido, provocando a morte das células e necrose, com sintomas como periódicos ou escurecimento da pele, dor intensa e febre. a gangrena pode afetar qualquer tecido do corpo, mas é mais comum de surgir nas extremidades, como dedos das mãos ou pés, braços ou pernas, mas também pode ocorrer em órgãos internos, como apêndice, vesícula biliar ou intestinos, por exemplo.;;Tua Saúde;https://www.tuasaude.com/gangrena;Acesso em maio de 2024;gangrene
gastroenterite: o que é, sintomas, causas e tratamento;a gastroenterite é uma inflamação do estômago e do intestino que normalmente ocorre após a ingestão de alimentos estragados, resultando em sintomas como dor de barriga, vômito, vômito e diarreia. na maior parte das vezes, a gastroenterite é causada pela ingestão de alimentos ou bebidas contaminados, mas também pode surgir após o próximo contato com pessoas com gastroenterite ou ao colocar as mãos na boca depois de tocar em uma superfície contaminada.;;Tua Saúde;https://www.tuasaude.com/gastroenterite;Acesso em maio de 2024;gastroenteritis
gravidez: sintomas, como confirmar, fases e problemas comuns;a gravidez é um período de cerca de 9 meses, em que a mulher desenvolve um bebê no útero. durante esse período, ocorreram diversas alterações no corpo da mulher, que podem ser identificadas por meio de sintomas como ausência de menstruação, náuseas e aumento das mamas, por exemplo.;;Tua Saúde;https://www.tuasaude.com/gravidez;Acesso em maio de 2024;pregnancy
hemocromatose: o que é, sintomas, causas e tratamento;a hemocromatose é uma doença em que há excesso de ferro no organismo, favorecendo o acúmulo deste mineral no organismo e o surgimento de sintomas como dor abdominal, fadiga, perda de peso e dores nas articulações. além disso, quando não diagnosticada e tratada na fase inicial, a hemocromatose pode provocar complicações no fígado, como cirrose hepática, além de diabetes, insuficiência cardíaca e impotência sexual, por exemplo.;;Tua Saúde;https://www.tuasaude.com/hemocromatose;Acesso em maio de 2024;hemochromatosis
hepatite: o que é, sintomas, tipos, causas e tratamento;a hepatite é uma inflamação do fígado que, na maioria dos casos, é causada por vírus, porém também pode acontecer como consequência do uso estendido de medicamentos, do consumo excessivo de bebidas alcoólicas ou devido a uma alteração autoimune. os tipos de hepatite mais frequentes são causados ​​por vírus, principalmente as hepatites a, b e c, que podem provocar sintomas como pele e olhos amarelados, febre, cansaço, dor de cabeça, diarreia, prazer e mal-estar geral.;;Tua Saúde;https://www.tuasaude.com/hepatite;Acesso em maio de 2024;hepatitis
hidrocefalia: o que é, sintomas, causas e tratamento;a hidrocefalia é o acúmulo de líquido dentro do cérebro, causado por uma produção excessiva de líquido ou interferência do fluxo desse líquido, resultando em surto no cérebro e sintomas como cabeça maior que o normal, dor de cabeça ou destruição. embora seja mais comum em crianças, devido a alterações no desenvolvimento do feto durante a gravidez, a hidrocefalia também pode se desenvolver em adultos como complicação de infecções que afetam o cérebro, como meningite, ou tumores cerebrais, por exemplo.;;Tua Saúde;https://www.tuasaude.com/hidrocefalia;Acesso em maio de 2024;hydrocephalus
;;;Tua Saúde;https://www.tuasaude.com/hiperglicemia;Acesso em maio de 2024;hyperglycemia
hipertireoidismo: sintomas, causas e tratamento;o hipertireoidismo é uma alteração na tireoide em que há aumento da produção dos hormônios t3 e t4, provocando sintomas como ansiedade, tremores nas mãos, suor excessivo, inchaço das pernas e pés e alterações no ciclo menstrual, no caso das mulheres. essa situação é mais comum de acontecer em mulheres entre 20 e 40 anos, apesar de também poder ocorrer em homens, e normalmente está associada à doença de graves, que é uma doença autoimune em que o próprio organismo produz anticorpos contra a tireoide.;;Tua Saúde;https://www.tuasaude.com/hipertireoidismo;Acesso em maio de 2024;hyperthyroidism
hipoglicemia neonatal: o que é, sintomas, causas e tratamento;a hipoglicemia neonatal corresponde a níveis elevados de glicose no sangue do bebê que podem ser percebidos no período entre 24 e 72 horas após o nascimento. essa condição é mais comum de ocorrência em bebês que nasceram prematuros, grandes ou pequenos para a idade gestacional ou cuja mãe possui nutrição saudável durante a gestação.;;Tua Saúde;https://www.tuasaude.com/hipoglicemia;Acesso em maio de 2024;hypoglycemia
hipotermia: o que é, sintomas, causas e tratamento;"a hipotermia é quando a temperatura corporal é inferior a 35ºc, o que acontece quando o corpo perde mais calor do que pode gerar, sendo normalmente causada pela permanência prolongada em ambientes muito frios. a diminuição da temperatura ocorre em três etapas: a temperatura cai entre 1 e 2ºc, causando arrepios e leve dormência nas mãos ou nos pés; a temperatura cai entre 2 e 4ºc, o que faz com que as extremidades comecem a ficar azuladas; a temperatura cai ainda mais, o que pode levar à perda dos sentidos e dificuldade para respirar.";;Tua Saúde;https://www.tuasaude.com/hipotermia;Acesso em maio de 2024;hypothermia
hipotireoidismo: o que é, sintomas, causas, tipos e tratamento;o hipotireoidismo é a diminuição da produção dos hormônios t3 e t4 pela tireoide, resultando em sintomas como cansaço, fraqueza e indisposição, pele seca e áspera, queda de cabelo ou aumento de peso. a causa do hipotireoidismo pode ser autoimune, ou ocorrer por deficiência de iodo ou alterações na glândula hipofisária no cérebro que produz o hormônio tsh, que estimula a tireoide a produzir t3 e t4.;;Tua Saúde;https://www.tuasaude.com/hipotireoidismo;Acesso em maio de 2024;hypothyroidism
histerectomia: o que é, quando é indicado, como é feito e recuperação;histerectomia é uma cirurgia para remoção do útero ou de parte do útero, sendo normalmente indicada em casos de miomas uterinos, endometriose, dor pélvica crônica, câncer de útero ou colo do útero, ou sangramentos vaginais anormais que não melhoram com outros tratamentos. dependendo da gravidade da condição a ser tratada, também pode ser indicado pelo médico a remoção de um ou dos dois ovários, chamada de ooforectomia, além das tubas uterinas ou parte dos tecidos ao redor dos ovários e útero.;;Tua Saúde;https://www.tuasaude.com/histerectomia;Acesso em maio de 2024;hysterectomy
histoplasmose: o que é, sintomas, causas e tratamento;a histoplasmose é uma infecção sistêmica causada pelo fungo histoplasma capsulatum, que pode ser transmitida por pombos e morcegos, principalmente. a histoplasmose é mais comum e mais grave em pessoas que apresentam diminuição do sistema imunológico, como por exemplo as pessoas com aids ou que fizeram transplante, por exemplo.;;Tua Saúde;https://www.tuasaude.com/histoplasmose;Acesso em maio de 2024;histoplasmosis
tratamento para leishmaniose: remédios e cuidados;o tratamento para leishmaniose pode ser feito com medicamentos para eliminar a parasita, como antimoniato de meglumina, anfotericina b, pentamidina e pentoxifilina, que são indicados pelo médico de acordo com o tipo e gravidade da doença. a leishmaniose é uma doença infecciosa causada pela parasita leishmania spp.;;Tua Saúde;https://www.tuasaude.com/leishmaniose;Acesso em maio de 2024;leishmaniasis
leucemia: o que é, tipos, sintomas, causas e tratamento;a leucemia é um câncer que afeta os glóbulos brancos, ou leucócitos, que são as células de defesa do organismo, causando sua produção descontrolada pelo corpo e sintomas como febre, suor noturno, perda de peso, manchas roxas na pele e cansaço. embora a causa da leucemia não seja totalmente conhecida, o risco é maior especialmente em pessoas com predisposição genética e histórico de exposição à radiação ou benzeno.;;Tua Saúde;https://www.tuasaude.com/leucemia;Acesso em maio de 2024;leukemia
linfedema: o que é, sintomas, causas, tipos e tratamento;o linfedema é o acúmulo de líquido linfático no corpo, sendo mais comum nas pernas ou nos braços, mas também pode ocorrer nos genitais, rosto, pescoço ou tórax, causando o surgimento de sintomas como surto ou sensação de peso na região afetada, aplicado na pele, ou dificuldade de movimentação. o linfedema surge devido a uma ordem ou bloqueio de vasos linfáticos, sendo mais comum de prisão depois de uma cirurgia de câncer, depois da retirada de gânglios linfáticos, mas também pode surgir devido a fatores genéticos ou até por infecções, como a elefantíase.;;Tua Saúde;https://www.tuasaude.com/linfedema;Acesso em maio de 2024;lymphedema
linfoma: o que é, tipos, sintomas, causas e tratamento;o linfoma é um câncer que afeta os linfócitos, um tipo de célula de defesa do organismo, e que pode surgir em linfonodos, medulas ósseas ou outras partes do corpo, causando sintomas como febre, suor noturno, cansaço excessivo e o surgimento de línguas em regiões como axila, virilha e pescoço. embora os sintomas geralmente sejam semelhantes, existem diferentes tipos de linfoma, como o linfoma de burkitt e o linfoma folicular, e sua identificação geralmente é feita por meio da biópsia de linfonodos afetados, sendo importante para que o tratamento mais adequado possa ser indicado.;;Tua Saúde;https://www.tuasaude.com/linfoma;Acesso em maio de 2024;lymphoma
mastectomia: o que é, quando é indicado, como é feito e pós-operatório;a mastectomia é uma cirurgia para a remoção completa ou parcial de uma ou ambas as mamas, que, na maioria das vezes, é indicada para o tratamento do câncer de mama, que pode ser feita antes ou após a quimioterapia ou radioterapia. esse tipo de cirurgia normalmente é realizado quando a mulher não tem indicação para uma cirurgia conservadora, em que a maior parte da mama é poupada, ou quando apresenta um risco de desenvolver câncer na outra mama, realizando desta forma a remoção das duas mamas, chamada de mastectomia dupla ou bilateral.;;Tua Saúde;https://www.tuasaude.com/mastectomia;Acesso em maio de 2024;mastectomy
meningite: o que é, tipos, sintomas, transmissão e tratamento;a meningite é uma inflamação grave das meninges, que são as membranas que revestem o cérebro e toda a medula espinhal e que podem ser causadas por vírus, bactérias, parasitas ou fungos. devido a inflamação das meninges é comum haver desconforto no pescoço, ficar fazendo o movimento de tentar encostar o queixo no peito, além de febre, náuseas e dor de cabeça intensa.;;Tua Saúde;https://www.tuasaude.com/meningite;Acesso em maio de 2024;meningitis
menopausa: o que é, sintomas, causas, diagnóstico e tratamento;a menopausa é o fim dos ciclos menstruais da mulher por pelo menos 12 meses seguidos, pois os ovários deixam de produzir estrogênio, causando sintomas como ondas de calor, suor excessivo ou secura vaginal. a menopausa pode acontecer por volta dos 45 aos 56 anos de forma natural.;;Tua Saúde;https://www.tuasaude.com/menopausa;Acesso em maio de 2024;menopause
miosite: o que é, principais tipos, causas e tratamento;a miosite é uma inflamação dos músculos que causa o seu enfraquecimento, provocando sintomas como dor muscular, fraqueza muscular e aumento da sensibilidade dos músculos, o que leva à dificuldade em realizar algumas tarefas como subir escadas, levantar os braços, ficar de pé, caminhar ou levantar uma cadeira, por exemplo. a miosite pode acontecer devido a alterações genéticas ou ser consequência de infecções, sendo importante que o clínico geral ou reumatologista seja consultado para que seja feita uma avaliação e identificada a causa da inflamação dos músculos.;;Tua Saúde;https://www.tuasaude.com/miosite;Acesso em maio de 2024;myositis
;O nanismo é um transtorno que causa baixa estatura, devido a alterações genéticas, hormonais, nutricionais ou ambientais, que fazem com que o corpo não cresça e se desenvolva como deveria.;;Tua Saúde;https://www.tuasaude.com/nanismo;Acesso em maio de 2024;dwarfism
