Termo,Parágrafo,Data_acesso,Fonte,Link,Titulo
bursitis,"remédios antiinflamatórios, como diclofenaco, nimesulida e cetoprofeno, analgésicos, corticoides ou antibióticos, em alguns casos, podem ser indicados pelo médico no tratamento da bursite. a bursite é um acréscimo da bolsa sinovial, ou bursa, que é um tecido que atua como uma pequena almofada localizada no interior da articulação, para diminuir o atrito entre o tendão e o osso. em caso de suspeita de bursite, é recomendado consultar o clínico geral para uma avaliação e início do tratamento mais adequado, que também pode envolver fisioterapia e medidas caseiras, como descanso e aplicação de compressas de gelo para aliviar os sintomas. veja mais opções de tratamento para bursite.principais remédios para bursiteos principais remédios indicados no tratamento da bursite são: 1. anti-inflamatórios não esteroidesmedicamentos anti-inflamatórios não esteróides, como diclofenaco (voltaren, cataflam), nimesulida (nisulid) ou cetoprofeno (profenid ) na forma de comprimidos, injeções ou pomadas, podem ser indicados no tratamento da bursite para aliviar a dor e o inchaço. estes antiinflamatórios devem ser usados ​​pelo menor tempo possível, evitando-se também o uso de forma repetitiva, pois podem prejudicar o funcionamento dos enxágues e aumentar o risco de úlceras no estômago, por exemplo. por isso, é importante tomar medicamentos antiinflamatórios de acordo com a orientação do médico e, se persistir, consulte o médico novamente para que seja orientado como continuar o tratamento. 2. analgésicos analgésicos como o paracetamol também podem ser inicialmente indicados para tratar a bursite, especialmente em caso de dor, e devem ser usados ​​de acordo com a orientação do médico. 3. corticoides medicamentos corticoides, como metilprednisolona e triancinolona, ​​podem ser injetados em articulações afetadas para aliviar a dor e lesões causadas pela bursite e, algumas vezes, podem ser associados a anestésicos como a lidocaína a 1 ou 2%, para ter um efeito maior. normalmente, a injeção é indicada quando uma bursite é provocada por doenças como artrite reumatóide e gota, ou é profunda na pele. além disso, especialmente no caso de artrite reumatóide, o médico também pode indicar o uso temporário de corticoides por via oral, como a prednisona (prelone, predsim), para ajudar a aliviar a dor. 4. relaxantes muscularesos relaxantes musculares, como a ciclobenzaprina (benziflex, miorex), também podem ser úteis para tratar o desconforto causado pela bursite, caso exista tensão muscular, o que piora ainda mais a dor e desconforto para a mobilização do local. 5. antibióticos nos casos em que exista uma infecção associada à bursite, o médico pode prescrever um antibiótico, podendo ser tomado em casa, na forma de comprimido, ou diretamente na veia, no hospital. opções de tratamento caseiroo tratamento caseiro para a bursite pode ser feito com a aplicação de compressas de gelo na articulação durante 15 a 20 minutos, cerca de 4 vezes ao dia, por 3 a 5 dias, em caso de dor e inflamação. além disso, também é importante evitar o uso da articulação afetada para permitir sua recuperação. alguns exercícios de fisioterapia, como alongamentos e exercícios de propriocepção, também podem ser feitos em casa desde que exista acompanhamento por parte de um ortopedista ou fisioterapeuta. confira alguns exercícios de propriocepção do ombro para fazer em casa. o tratamento indicado pelo médico também pode ser complementado com o uso de remédios caseiros referidos pelo nutricionista no vídeo a seguir:",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/bursite,Bursite
cardiomyopathy,"A cardiomiopatia é uma doença que afeta o músculo do coração, dificultando o bombeamento do sangue e podendo causar sintomas como, falta de ar, dor no peito, inchaço no corpo, batimentos cardíacos irregulares e, em alguns casos, a morte súbita.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/cardiomiopatia,Cardiomiopatia
chickenpox,"a catapora, também chamada de varicela, é uma doença altamente contagiosa causada pelo vírus varicela zóster, que se manifesta através do aparecimento de bolhas ou pintinhas vermelhas pelo corpo e intensa excitação, que não deve ser coçada ou estourada, pois além de aumentar o risco de transmissão para outras pessoas, também há maior chance de ficarem marcas na pele. o tratamento para catapora deve ser recomendado pelo clínico geral ou pediatra e é feito de forma a controlar os sintomas, podendo ser indicado o uso de remédios como paracetamol e loção antisséptica para secar as feridas mais rapidamente. conheça mais sobre a catapora.a seguir listamos as principais dúvidas sobre a catapora: 1. catapora no adulto é muito grave?a catapora afeta, especialmente, crianças, mas pode afetar indivíduos de todas as idades, sendo neste caso, mais grave. além das feridas típicas da catapora, que surgem em maior quantidade em adultos, outros sintomas como dor de garganta e dor de ouvido também podem estar presentes. no entanto o tratamento é feito da mesma forma, de forma a controlar os sintomas. saiba mais detalhes da catapora no adulto. 2. quantos dias dura a catapora?a catapora dura de 7 a 10 dias, sendo contagiosa principalmente nos primeiros dias, e deixa de ser contagiosa quando as bolhas surgem a secas, porque o vírus encontra-se no líquido presente no interior das bolhas. veja todos os cuidados que devem ter para não passar a catapora para outras pessoas.3. é possível pegar catapora mais de 1 vez?essa é uma situação muito rara, mas que pode acontecer. o mais comum é que uma pessoa tenha tido uma versão muito leve na 1ª vez ou que na verdade, tenha sido uma outra doença, que possa ter sido confundida com a catapora. assim, quando uma pessoa é realmente infectada pelo vírus da catapora pela 2ª vez, ela desenvolve herpes zoster. 4. quando uma catapora pode ser muito grave e deixar sequelas? raramente uma catapora pode ser grave, tendo um curso benigno, o que quer dizer que em mais de 90% dos casos ela não deixa sequelas, e cura sozinha em menos de 12 dias. no entanto, a catapora pode ser mais grave e causar complicações em caso de pessoas com sistema imunológico enfraquecido, como pode acontecer em caso de tratamento contra o cancro, por exemplo. nesse caso o corpo tem mais dificuldade de combater o vírus da catapora e isso causa doenças como pneumonia ou pericardite, por exemplo. 5. a catapora pega no ar? não, a catapora é transmitida de uma pessoa para outra através do contato com o líquido presente no interior das bolhas. assim não é possível pegar a catapora pelo ar, uma vez que o vírus não se encontra presente no ar. 6. como tirar as manchas da catapora? o melhor período para remover as manchas escuras deixadas pela catapora é logo depois do seu surgimento e de ter controlado a doença. pode-se usar cremes clareadores e cicatrizantes, mas é importante não se expor ao sol, no mínimo 6 meses depois de ter usado catapora. quando as manchas já se encontram na pele há mais de 6 meses, pode ser mais difícil remover essas manchas, sendo recomendado seguir tratamentos estéticos como laser ou luz pulsada, por exemplo. 7. qual a melhor idade para ter catapora? ter catapora na infância é mais simples do que na vida adulta, mas bebês com menos de 1 ano de vida devem ser protegidos porque ainda não tem a imunidade muito desenvolvida. até os 6 meses acredita-se que o bebê está mais forte contra o vírus porque recebeu anticorpos da mãe durante a gravidez, mas essa imunidade não o impede de ser completamente contaminado. assim, pode-se dizer que entre 1 e 18 anos seria a melhor fase de ter catapora.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/catapora,Catapora
mumps,"caxumba é uma infecção viral contagiosa, causada pelo vírus da família paramyxoviridae, resultando em sintomas como inchaço no rosto, entre a orelha e o queixo, dor de cabeça, febre ou mal estar. o vírus da caxumba é transmitido de pessoa para pessoa por via aérea, se instalando nas glândulas salivares, sendo mais frequente em crianças e adolescentes, mas também pode surgir em adultos, mesmo que já tenham sido vacinados contra a caxumba. o tratamento da caxumba, também conhecido como papeira, é feito pelo pediatra, clínico geral ou infectologista, e envolve repouso, aumento da hidratação e uso de remédios para aliviar os sintomas. sintomas de caxumbaos principais sintomas de caxumba são: inchaço no rosto, entre a orelha e o queixo; dor na cabeça e no rosto; sensação de boca seca; dor ao engolir; dor ao abrir a boca; perda de apetite; febre.os sintomas de caxumba podem demorar entre 14 e 25 dias após o contato do vírus para surgirem. além disso, o inchaço da caxumba possui consistência gelatinosa ao ser palpada e atinge seu ponto máximo entre o 3º e 7º dia, ocorrendo gradualmente depois deste período. em alguns homens também podem surgir sintomas de dor, desconforto, desconforto e sensação de calor nos testículos, o que pode ser uma acusação de que a doença desceu para os testículos e está provocando uma inflamação. saiba identificar todos os sintomas da caxumba. teste de caxumba onlinese você acha que pode estar com caxumba, assinale os seus sintomas: 1. dor constante de cabeça e no rosto simnão2. perda de apetite simnão3. sensação de boca seca simnão4. inchaço do rosto entre a orelha e o queixo simnão5. dor ao engolir ou abrir a boca simnão6. febre acima de 38º c simnão calcular o teste de sintomas é apenas uma ferramenta de orientação, não conveniente como diagnóstico e nem complementar a consulta com o clínico geral, pediatra ou infectologista. como confirmar o diagnósticoo diagnóstico da caxumba é feito pelo pediatra, clínico geral ou infectologista através da avaliação dos sintomas, assim como quando se iniciaram, contato com pessoas com caxumba, histórico vacinal e exame físico. marque uma consulta com o infectologista na região mais próxima de você: cuidar da sua saúde nunca foi tão fácil! marque uma consulta com nossos infectologistas e receba o cuidado personalizado que você merece.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/caxumba,Caxumba
cellulitis,"celulite é o acúmulo de gordura sob a pele, podendo ser identificado pelo aspecto de “casca de laranja” em que a pele apresenta ondulações, principalmente em regiões como nádegas, quadris, coxas ou abdômen. a celulite, também conhecida como lipodistrofia ginóide ou lipoesclerose nodular, pode ocorrer devido a fatores genéticos, alterações hormonais, alimentação desequilibrada, sedentarismo ou excesso de peso, por exemplo. a celulite não é uma doença, mas pode provocar desconforto estético e psicológico. nesses casos, pode-se fazer o tratamento indicado pelo dermatologista que normalmente envolve alterações na dieta, orientação linfática, radiofrequência ou carboxiterapia, por exemplo. como identificara celulite pode ser identificada pelas seguintes características: pele flácida e com aparência irregular; pele com textura de casca de laranja ou casca de nozes; furinhos ou pequenas ondulações na pele; covinhas ou depressões mais visíveis na pele; inchaços na pele com áreas de picos ou vales profundos. nos graus mais avançados, a celulite também pode apresentar nódulos na pele e causar dor ao ser tocada. a celulite é mais comum em mulheres cirurgicas com mais frequência nas nádegas, quadris, pernas, coxas ou barriga, mas também pode ocorrer na nuca ou nos braços, por exemplo. como confirmar o diagnósticoo diagnóstico da celulite é feito pelo dermatologista através do exame físico, observando a aparência da pele. marque uma consulta com um dermatologista na região mais próxima: cuidar da sua saúde nunca foi tão fácil! marque uma consulta com nossos dermatologistas e receba o cuidado personalizado que você merece.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/celulite,Celulite
cirrhosis,"a cirrose é uma doença crônica que não tem cura, a não ser que seja realizada o transplante de fígado, pois assim é possível obter um fígado novo e funcional, melhorando a qualidade de vida da pessoa. no entanto, quando o transplante não é realizado e quando a doença não é devidamente tratada e acompanhada pelo médico, as chances de cura são baixas, podendo haver falência hepática. a cirrose é uma doença caracterizada pela destruição lenta do fígado ou que resulta na perda progressiva de função desse órgão, trazendo sintomas e complicações para as pessoas. a cirrose acontece na maioria das vezes devido ao consumo excessivo de álcool, mas também pode ser devido ao uso associado de medicamentos ou à consequência de infecção pelo vírus da hepatite. entenda porque acontece a cirrose.qual médico consultaro médico mais indicado para avaliar a cirrose hepática e indicar o tratamento mais adequado é o hepatologista, no entanto, também é possível consultar um gastroenterologista ou clínico geral. cuidar da sua saúde nunca foi tão fácil! marque uma consulta com nossos gastroenterologistas e receba o cuidado personalizado que você merece.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/cirrose,Cirrose
cholesterol,"os valores de referência de colesterol variam de acordo com o seu tipo e, especialmente para o ldl, conhecido também com colesterol ""ruim"", depende do risco cardiovascular da pessoa que normalmente é avaliado pelo cardiologista. o colesterol é um tipo de gordura fundamental para o bom funcionamento do organismo. no entanto, ter níveis de colesterol altos no sangue nem sempre é bom, podendo causar um aumento do risco de problemas cardiovasculares, como infarto ou avc. para saber se o colesterol alto é mau ou não representa um problema, é recomendável consultar um cardiologista ou clínica geral. principalmente em caso de alterações no exame, o médico também pode indicar o tratamento mais indicado para cada pessoa. calculadora do colesterolinsira na calculadora a seguir os resultados do seu exame de colesterol para saber se os valores estão dentro dos níveis recomendados: colesterol totalmg/dl help errocolesterol não-hdl (ldl+vldl)mg/dl help errocolesterol hdlmg/dl help errocolesterol ldlmg /dl help errocolesterol vldlmg/dl help errotriglicerídeosmg/dl help erro calcular vldl / triglicerídeos calculados de acordo com a fórmula de friedewaldvalores de referênciaos valores de referência para o colesterol variação principalmente de acordo com o seu tipo: colesterol hdlo colesterol hdl, também conhecido como o colesterol ""bom"", é capaz de proteger o coração e os vasos sanguíneos e, por isso, níveis acima de 40 mg/dl são desejáveis ​​e, acima de 60 mg/dl, são considerados excelentes. entenda melhor o que é o colesterol hdl e como aumentar sua quantidade. além disso, quando são identificados valores de hdl menores que 40 mg/dl, é importante ficar atento, pois é sinal de que o ldl e/ou triglicerídeos estão aumentados, indicando maior risco de doenças cardiovasculares. preocupado com o resultado do seu exame?estamos aqui para ajudar! fale com nossos profissionais e receba orientação especializada sobre o que fazer a seguir.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/colesterol,Colesterol
colonoscopy,"A colonoscopia é um exame que avalia a saúde do intestino, sendo principalmente indicada para identificar a presença de pólipos, câncer intestinal ou outros tipos de alterações no intestino como colite, varizes ou doença diverticular.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/colonoscopia,Colonoscopia
cryptosporidiosis,"a criptosporidiose é uma doença infecciosa causada pela parasita cryptosporidium sp., que resulta em sintomas como dor abdominal, náuseas, vômitos e diarreia, por exemplo. a principal espécie causadora de doença em humanos é o cryptosporidium hominis, enquanto nos animais é mais frequente de se observar infecção pelo cryptosporidium parvum, mas que também pode infectar humanos. a criptosporidiose pode ser fornecida por meio do exame parasitológico de fezes ou biópsia das vilosidades gástricas, devendo ser recomendada pelo clínico geral ou gastroenterologista de acordo com os sintomas apresentados. oocisto de cryptosporidium principais sintomasos principais sintomas que podem indicar criptosporidiose são: diarreia aquosa ou com muco; dor nas articulações; dor abdominal; perda de peso; dor de cabeça; dor nos olhos; náuseas e vômitos; febre baixa; desidratação.os sintomas duram em média 10 dias e podem variar de acordo com a idade, sistema imunológico e ocorrência de outras infecções. crianças e pessoas que possuem o sistema imune mais comprometido, como por exemplo aquelas portadoras do vírus hiv, têm mais chance de infecção pelo cryptosporidium sp. como ocorre a transmissãoa infecção pelo cryptosporidium pode ocorrer por meio do contato direto com pessoas infectadas, sendo comum de acontecer em ambientes com grande concentração de pessoas, como creches e hospitais, por exemplo, ou por meio do contato sexual, apesar dessa última forma ser mais raro. além disso, a infecção também pode ocorrer por meio do contato com animais que estão eliminando os oocistos por meio das fezes. a infecção por esse parasita também pode acontecer por meio da ingestão de alimentos ou água contaminada com fezes contendo oocistos do cryptosporidium. a transmissão dessa parasita também pode acontecer devido ao uso de piscinas ou banheiras mal higienizadas ou ao resgate de fezes de pessoas, sendo essa forma de transmissão mais frequente em quem frequenta piscinas públicas com mais condições de manutenção. veja outras doenças que podem ser adquiridas em piscina ou banheira.a criptosporidiose é uma das infecções parasitárias mais frequentes em ambiente hospitalar devido ao fato de ser uma parasita oportunista, tendo mais frequentemente o acometimento de pessoas com o sistema imunológico mais debilitado. além disso, o ciclo de vida dessa parasita é simples e curto, pouca quantidade dessa parasita é capaz de causar doença e há liberação de estruturas já maduras, o que favorece os casos de autoinfecção. ciclo de vidao ciclo de vida do cryptosporidium é curto, durando em média 2 a 7 dias. os oocistos não entram no organismo por meio do consumo de alimentos ou água contaminados ou por meio do contato com pessoas infectadas ou ambientes contaminados. nenhum organismo, ou oocisto, libera esporozoítos, que parasitam o trato gastrointestinal ou outras tecidos, como o sistema respiratório, por exemplo. em seguida, ocorre a multiplicação e maturação da parasita, havendo a produção de dois tipos de oocisto: um com a parede mais espessa, que normalmente é liberado por meio das fezes, permitindo o reinício do ciclo, e outro com parede mais fina, que normalmente está relacionado à autoinfecção. diagnóstico da criptosporidioseo diagnóstico da criptosporidiose é feito por meio da pesquisa de oocistos nas fezes através do exame parasitológico, ou por meio da pesquisa de oocistos em material de biópsia intestinal ou raspado de mucosa. como é feito o tratamentoo tratamento para a criptosporidiose é feito com o objetivo de aliviar os sintomas, principalmente a diarreia e a desidratação, por meio da reposição de fluidos, por exemplo, pois os medicamentos para essa doença ainda estão em fase de teste. para evitar a infecção por essa parasita, é importante adotar medidas profiláticas, como higienizar os alimentos antes de prepará-los ou consumi-los, cuidados especiais de higiene pessoal e com os objetos utilizados, além de evitar o contato com pessoas infectadas. é importante também lavar as mãos antes de cozinhar, comer e depois de ir ao banheiro. veja como lavar as mãos corretamente para evitar infecções.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/criptosporidiose,Criptosporidiose
color-blindness,"O daltonismo é um distúrbio da visão em que a pessoa tem dificuldade ou incapacidade de distinguir algumas cores, principalmente o verde e o vermelho. Essa alteração é na maioria dos casos genéticas, no entanto pode surgir também como consequência de lesões na estrutura dos olhos ou dos neurônios responsáveis pela visão.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/daltonismo,Daltonismo
dengue,"a dengue é uma doença febril causada por um vírus que pode provocar sintomas como febre alta, dor de cabeça e/ou no corpo, manchas vermelhas na pele, náusea e, em alguns casos, dor no abdômen, hemorragia ou sangramento. esta virose é transmitida pelo mosquito aedes aegypti, assim como o zika e a chikungunya, e embora seja causada por um tipo diferente de vírus, os sintomas provocados pelo vírus da dengue podem ser facilmente confundidos com essas doenças.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/dengue,Dengue
diabetes,"o diabetes é uma doença crônica caracterizada pelo aumento dos níveis de açúcar no sangue, o que pode causar danos a vários órgãos, se não for tratado. existem cinco tipos principais de diabetes: diabetes tipo 1, diabetes tipo 2, diabetes tipo 3, diabetes gestacional e pré-diabetes. a principal causa do diabetes é a má alimentação, especialmente o consumo excessivo de alimentos açucarados, industrializados e a falta de exercício físico. o tratamento do diabetes normalmente passa por fazer alterações no estilo de vida, principalmente na dieta e na prática de exercício físico. mas também podem ser remédios necessários, como antidiabéticos orais ou insulina. sintomas de diabetesos sintomas clássicos de diabetes incluem: sensação de sede exagerada; aumento da fome; vontade frequente para urinar; boca seca; cansaço fácil; alterações da visão.normalmente os sintomas do diabetes tipo 2 surgem ao longo da vida e acontecem, principalmente, devido a maus hábitos alimentares, especialmente ao consumo exagerado de açúcar e carboidratos, assim como a falta de exercício físico. já os sintomas do diabetes tipo 1 geralmente são identificados durante a infância ou adolescência e também podem incluir outros sinais mais generalizados como dificuldade para ganhar peso, visão por todo o corpo ou irritabilidade e mudanças de humor repentinas. no caso de diabetes gestacional, os sintomas são mais raros e, por isso, a mulher geralmente descobre que está com diabetes durante os exames de rotina do pré-natal, especialmente após fazer o exame de glicose. não ignore os sinais que seu corpo está dando!conte com nossos especialistas para entender a causa de seus sintomas. marque sua consulta já!",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/diabetes,Diabetes
diphtheria,"a difteria é uma doença infecciosa rara causada pela bactéria corynebacterium diphtheriae, que provoca inflamação e lesões das vias respiratórias superiores, levando ao aparecimento de sintomas como dor de garganta, febre baixa e formação de placas na garganta, sendo mais frequente em crianças entre 1 a 1 5 anos, podendo acontecer em qualquer idade. essa bactéria é capaz de produzir lesões que passam para a corrente sanguínea e que podem chegar a várias partes do corpo, principalmente nariz, garganta, língua e vias respiratórias, podendo também afetar outras partes do corpo, como a pele. a diferença pode ser transmitida facilmente de pessoa para pessoa por meio da inalação de gotículas que ficam suspensas no ar quando uma pessoa com diferença joga ou espirra. é importante que o diagnóstico seja feito logo que surjam os primeiros sintomas, pois assim é possível iniciar o tratamento de acordo com a recomendação do clínico geral ou infectologista. sintomas de difteriaos principais sintomas de difteria são: formação de placas acinzentadas na região das amígdalas; inflamação e dor de garganta, principalmente ao engolir; inchaço do pescoço com línguas doloridas; fevereiro; calafrios; dificuldade para respirar; secreção nasal; dor de cabeça.os sintomas de diferença podem aparecer de 2 a 5 dias após o contato com a bactéria e costumam durar até 10 dias. no caso de atingir a pele, uma bactéria também pode provocar o aparecimento de feridas abertas. nos casos mais graves, uma bactéria pode atingir o coração, interferindo nos corações cardíacos, promovendo a inflamação dos músculos cardíacos e afetando os nervos, resultando na neuropatia periférica. é importante que uma pessoa seja levada ao pronto socorro ou hospital mais próximo assim que surjam os primeiros sintomas de difteria, pois assim é possível que sejam feitos exames que permitam confirmar o diagnóstico da infecção e, assim, iniciar o tratamento mais adequado, evitando o agravamento da doença e transmissão para outras pessoas. como confirmar o diagnósticonormalmente o diagnóstico da diferença é iniciado com uma avaliação física, feita pelo médico, mas também podem ser pedidos exames para confirmar a infecção. assim, é comum que o médico peça um exame de sangue e uma cultura de articulação da garganta, que deve ser proveniente de uma das placas presentes na garganta e deve ser coletada por um profissional capacitado. a cultura da articulação da garganta tem como objetivo identificar a presença da bactéria e, quando positivo, é feito um antibiograma para definir qual o antibiótico mais indicado para tratar a infecção. devido à capacidade da bactéria se espalhar rapidamente pela corrente sanguínea, o médico pode solicitar a realização de uma hemocultura, para identificar se a infecção já chegou no sangue. marque uma consulta com o pediatra mais próximo para avaliar a possibilidade de diferença e, assim, iniciar o tratamento mais adequado: cuidar da sua saúde nunca foi tão fácil! marque uma consulta com nossos pediatras e receba o cuidado personalizado que você merece.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/difteria,Difteria
dystonia,"a distonia é um distúrbio caracterizado por contrações musculares involuntárias e espasmos incontroláveis, que são muitas vezes repetitivos, podendo causar posturas naturais, estranhas e dolorosas. geralmente, uma distonia muscular surge devido a um problema cerebral, no sistema nervoso, responsável por controlar o movimento muscular. este problema no cérebro pode ser genético ou surgir como consequência de uma doença ou lesão como por exemplo, avc, doença de parkinson, pancada na cabeça ou encefalite. a distonia não tem cura, mas os espasmos musculares podem ser controlados com o tratamento, que pode ser feito com injeções de toxina botulínica, conhecidas como botox, remédios, fisioterapia ou cirurgia. principais sintomas de distoniaos sintomas podem variar de acordo com as regiões afetadas e o tipo de distonia: distonia focal: afeta apenas uma região do corpo, causando contrações involuntárias e espasmos nos músculos afetados. um exemplo comum é a distonia cervical, que afeta o pescoço, provocando sintomas como tensão involuntária do pescoço para a frente, para trás ou para os lados, como dor e desconforto; distonia segmentar: afeta duas ou mais regiões que estão interligadas, como é o caso da distonia oromandibular, que afeta o músculo do rosto, a língua e a mandíbula, podendo causar transtorno facial e a abertura ou o fechamento involuntário da boca; distonia multifocal: afeta duas ou mais regiões do corpo, que não estão interligadas, como o braço esquerdo e a perna esquerda, por exemplo, provocando contrações térmicas involuntárias no grupo de músculos aquecidos; distonia generalizada: afeta o tronco e, pelo menos, duas outras partes do corpo. geralmente tem início na infância ou adolescência e começa com contrações involuntárias em um dos membros, que depois se espalham para outras partes do corpo; além disso, uma pessoa também pode apresentar hemidistonia, na qual um lado inteiro do corpo é afetado, causando espasmos involuntários e fortemente musculoso em todo esse lado do corpo. como é feito o tratamentoo tratamento para distonia tem como principal objetivo controlar as contrações musculares involuntárias e, consequentemente, melhorar a aparência e a qualidade de vida da pessoa. a escolha do tratamento deve ser feita pelo médico, de acordo com a gravidade e o tipo de distonia: 1. injeções de botoxa distonia pode ser tratada com injeções de toxina botulínica, conhecida por botox, pois esta substância ajuda a diminuir as contrações musculares involuntárias características esta doença. as injeções de botox são administradas por médico diretamente nos músculos afetados, geralmente a cada 3 meses e é normal sentir dor no local da injeção durante alguns dias. além disso, as injeções de botox podem causar outros efeitos colaterais, de acordo com o local da injeção, como dificuldade para engolir, em caso de distonia cervical, por exemplo. 2. remédios para distoniao tratamento medicamentoso para distonia pode incluir o uso dos seguintes remédios: levodopa e carbidopa: usados ​​para melhorar os espasmos involuntários; tetrabenazina: indicada no tratamento de doenças específicas por movimentos irregulares incontroláveis; triexifenidil: um remédio anticolinérgico, que atua bloqueando a liberação de acetilcolina, que é responsável por causar espasmos musculares; baclofeno: alivia o desconforto muscular e relaxa a musculatura; diazepam e lorazepam: relaxantes musculares, que promovem o relaxamento dos músculos. esses remédios devem ser prescritos pelo médico, sendo que a dose e o modo de uso podem variar de acordo com a gravidade da distonia. 3. fisioterapia para distoniao tratamento fisioterapêutico para distonia consiste na realização de exercícios específicos ou técnicas para ajudar a manter a quantidade dos movimentos, melhorar a postura, aliviar a dor, evitar o encurtamento ou enfraquecimento dos músculos afetados e melhorar a qualidade de vida do paciente . além disso, a fisioterapia ajuda a evitar contraturas musculares e a diminuir os efeitos colaterais do tratamento com botox, através do intervalo da dor ou da estimulação da deglutição, por exemplo, que pode ficar comprometido com o botox. 4. cirurgia para distonia o tratamento cirúrgico para distonia pode ser feito através de duas técnicas: estimulação cerebral profunda: consiste na implantação de eletrodos dentro do cérebro que estão conectados a um pequeno dispositivo, semelhante a um marcapasso, que geralmente fica no abdômen e que envia impulsos elétricos para o cérebro, ajudando a controlar as contrações musculares; desnervação específica seletiva: consiste no corte das terminações nervosas que estão causando espasmos musculares. essas opções cirúrgicas normalmente só são feitas quando os outros tratamentos não foram eficazes.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/distonia,Distonia
pain,"A dor em todo o corpo pode ter diversas, podendo estar associada a estresse, ansiedade ou ser consequência de processos infecciosos ou inflamatórios, como gripe, dengue ou fibromialgia, por exemplo.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/dor-no-corpo-todo,Dor
edema,"O edema acontece quando existe acúmulo líquido para debaixo de pele, que normalmente aparece devido a infecções ou consumo excessivo de sal, mas também pode surgir em casos de inflamações, intoxicações e hipóxia, que é quando falta oxigênio em determinada parte do corpo, além de doença nos rins, coração ou sistema linfático. ",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/edema,Edema
encephalitis,"a encefalite é uma inflamação do cérebro geralmente causada por uma infecção viral como herpes simples, herpes zoster ou citomegalovírus, por exemplo, mas que também pode ser provocada por fungos ou bactérias, causando sintomas como febre, dor de cabeça intensa, lesão no pescoço e costas, convulsões ou perda do equilíbrio, por exemplo. esta doença é rara, e pode atingir pessoas de todas as idades, no entanto, é mais comum em crianças, idosos ou em pessoas que têm o sistema imunológico enfraquecido como em casos de portadores de hiv ou em pessoas que tomam remédios imunossupressores. a encefalite é uma condição grave, por isso, quando existe suspeita de encefalite é importante ir ao hospital ou consultar um neurologista para que seja feito o diagnóstico, identificado a causa e iniciado o tratamento adequado, que pode incluir o uso de antibióticos, anti-inflamatórios ou analgésicos. sintomas de encefaliteos principais sintomas da encefalite são: dor de cabeça e dor muscular; rigidez do pescoço e costas; fevereiro; cansaço excessivo; confusão, desorientação moderada ou alucinações; convulsões; paralisia ou fraqueza muscular; dificuldade para falar ou ouvir e alterações do paladar; alterações da visão, como vista embaçada e sensibilidade à luz; perda de equilíbrio ou da consciência.além disso, em bebês ou crianças podem surgir outros sintomas como formação de caroço na moleira, náuseas, vômitos, sofrimento no corpo, dificuldade para amamentar, angústia ou irritabilidade. numa fase inicial, a encefalite geralmente apresenta sintomas semelhantes a uma gripe, no entanto, à medida que a inflamação evolui pode afetar o funcionamento do cérebro, causando lesões que levam ao aparecimento dos sintomas. em alguns casos, a infecção também pode atingir a medula espinhal, resultando numa condição chamada meningoencefalite. confira os principais sintomas da meningoencefalite. é importante consultar um neurologista ou pediatra logo que esses sintomas sejam aplicados, ou procurar um pronto socorro mais próximo, de forma a ser feito o diagnóstico e iniciar o tratamento mais adequado. como confirmar o diagnósticoo diagnóstico da encefalite é feito pelo neurologista através da avaliação dos sintomas e dos exames de sangue, urina e através do exame de punção lombar que permite analisar o líquido cefalorraquidiano para confirmar a inflamação no cérebro e detectar a causa da encefalite. saiba como é feito a punção lombar. além disso, o médico ainda pode solicitar exames de imagem como ressonância magnética ou tomografia computadorizada para verificar se existe outra condição que possa estar causando os sintomas, como um tumor, por exemplo. outro exame que o médico pode solicitar é o eletroencefalograma para avaliar a atividade do cérebro. em alguns casos, em que uma pessoa tem piora dos sintomas ou já iniciou o tratamento, mas não apresenta melhora, o médico também pode solicitar uma biópsia do tecido cerebral para identificar a causa da encefalite. qual médico consultar?no caso de suspeita de encefalite, deve-se consultar o neurologista, que é o médico responsável por diagnosticar e tratar doenças e distúrbios que afetam o cérebro e a medula espinhal. no caso de crianças, deve-se consultar o neuropediatra. cuidar da sua saúde nunca foi tão fácil! marque uma consulta com nossos neurologistas e receba o cuidado personalizado que você merece.",Acesso em maio de 2024,Tua Saúde,https://www.tuasaude.com/encefalite,Encefalite
